estado,ano,turno,situacao,quantidade,proporcao
Pernambuco,2014,1,VALIDOS,4808964,7.568.572.107.124.190
Pernambuco,2014,2,DEMAIS,1456656,22.924.709.718.327.700
Pernambuco,2014,2,VALIDOS,4897431,7.707.529.028.167.220
Piauí,1989,1,DEMAIS,369210,27.671.062.039.358.900
Piauí,1989,1,VALIDOS,965072,72.328.937.960.641
Piauí,1989,2,DEMAIS,369210,27.671.062.039.358.900
Piauí,1989,2,VALIDOS,965072,72.328.937.960.641
Piauí,1994,1,DEMAIS,706237,43.296.584.457.328.200
Piauí,1994,1,VALIDOS,924924,5.670.341.554.267.170
Piauí,1998,1,DEMAIS,777516,43.652.471.717.710.400
Piauí,1998,1,VALIDOS,1003634,5.634.752.828.228.950
Piauí,2002,1,DEMAIS,533007,28.837.813.505.658.100
Piauí,2002,1,VALIDOS,1315285,7.116.218.649.434.180
Piauí,2002,2,DEMAIS,489432,26.480.231.478.575.800
Piauí,2002,2,VALIDOS,1358860,735.197.685.214.241
Piauí,2006,1,DEMAIS,2578055,6.216.662.712.008.270
Piauí,2006,1,VALIDOS,1568953,3.783.337.287.991.720
Piauí,2006,2,DEMAIS,2573287,6.205.165.266.138.860
Piauí,2006,2,VALIDOS,1573721,37.948.347.338.611.300
Piauí,2010,1,DEMAIS,639821,28.287.357.937.840.500
Piauí,2010,1,VALIDOS,1622041,717.126.420.621.594
Piauí,2010,2,DEMAIS,672459,29.729.421.454.500.600
Piauí,2010,2,VALIDOS,1589472,702.705.785.454.994
Piauí,2014,1,DEMAIS,595094,2.538.281.475.263.550
Piauí,2014,1,VALIDOS,1749382,7.461.718.524.736.440
Piauí,2014,2,DEMAIS,575525,24.547.825.660.427.200
Piauí,2014,2,VALIDOS,1768980,7.545.217.433.957.270
R. G. do Norte,1989,1,DEMAIS,318604,24.544.098.705.172.500
R. G. do Norte,1989,1,VALIDOS,979484,7.545.590.129.482.740
R. G. do Norte,1989,2,DEMAIS,318604,24.544.098.705.172.500
R. G. do Norte,1989,2,VALIDOS,979484,7.545.590.129.482.740
R. G. do Norte,1994,1,DEMAIS,547479,36.716.155.459.817.900
R. G. do Norte,1994,1,VALIDOS,943633,6.328.384.454.018.200
R. G. do Norte,1998,1,DEMAIS,692194,40.034.933.992.683.500
R. G. do Norte,1998,1,VALIDOS,1036781,5.996.506.600.731.640
R. G. do Norte,2002,1,DEMAIS,585972,30.561.046.259.952.300
R. G. do Norte,2002,1,VALIDOS,1331410,6.943.895.374.004.760
R. G. do Norte,2002,2,DEMAIS,583807,30.448.131.879.823.600
R. G. do Norte,2002,2,VALIDOS,1333575,6.955.186.812.017.630
R. G. do Norte,2006,1,DEMAIS,2618743,623.170.758.405.897
R. G. do Norte,2006,1,VALIDOS,1583545,376.829.241.594.103
R. G. do Norte,2006,2,DEMAIS,2625926,6.248.800.653.358.360
R. G. do Norte,2006,2,VALIDOS,1576362,3.751.199.346.641.630
R. G. do Norte,2010,1,DEMAIS,609952,27.167.962.442.903.800
R. G. do Norte,2010,1,VALIDOS,1635163,7.283.203.755.709.610
R. G. do Norte,2010,2,DEMAIS,599676,26.709.555.695.905.900
R. G. do Norte,2010,2,VALIDOS,1645498,7.329.044.430.409.400
R. G. do Norte,2014,1,DEMAIS,662513,28.475.794.759.954.800
R. G. do Norte,2014,1,VALIDOS,1664070,7.152.420.524.004.510
R. G. do Norte,2014,2,DEMAIS,609072,2.617.796.591.593.350
R. G. do Norte,2014,2,VALIDOS,1717587,7.382.203.408.406.640
R. G. do Sul,1989,1,DEMAIS,493272,8.653.194.890.729.010
R. G. do Sul,1989,1,VALIDOS,5207189,9.134.680.510.927.090
R. G. do Sul,1989,2,DEMAIS,493272,8.653.194.890.729.010
R. G. do Sul,1989,2,VALIDOS,5207189,9.134.680.510.927.090
R. G. do Sul,1994,1,DEMAIS,1485561,23.595.235.784.632.800
R. G. do Sul,1994,1,VALIDOS,4810460,7.640.476.421.536.710
R. G. do Sul,1998,1,DEMAIS,1829171,2.671.852.799.785.920
R. G. do Sul,1998,1,VALIDOS,5016906,7.328.147.200.214.070
R. G. do Sul,2002,1,DEMAIS,1448379,1.970.010.360.250.260
R. G. do Sul,2002,1,VALIDOS,5903760,8.029.989.639.749.730
R. G. do Sul,2002,2,DEMAIS,1446676,19.676.940.275.476.200
R. G. do Sul,2002,2,VALIDOS,5905463,803.230.597.245.237
R. G. do Sul,2006,1,DEMAIS,9294425,5.995.952.175.468.600
R. G. do Sul,2006,1,VALIDOS,6206741,4.004.047.824.531.390
R. G. do Sul,2006,2,DEMAIS,9203592,5.937.354.648.030.990
R. G. do Sul,2006,2,VALIDOS,6297574,40.626.453.519.690.000
R. G. do Sul,2010,1,DEMAIS,1701789,20.990.175.823.769.200
R. G. do Sul,2010,1,VALIDOS,6405761,7.900.982.417.623.070
R. G. do Sul,2010,2,DEMAIS,1752817,21.618.937.848.006.500
R. G. do Sul,2010,2,VALIDOS,6354968,7.838.106.215.199.340
R. G. do Sul,2014,1,DEMAIS,2017845,24.064.280.176.486.500
R. G. do Sul,2014,1,VALIDOS,6367384,7.593.571.982.351.340
R. G. do Sul,2014,2,DEMAIS,1935841,23.085.146.826.914.900
R. G. do Sul,2014,2,VALIDOS,6449815,7.691.485.317.308.500
Rio de Janeiro,1989,1,DEMAIS,795044,9.699.743.074.736.220
Rio de Janeiro,1989,1,VALIDOS,7401503,9.030.025.692.526.370
Rio de Janeiro,1989,2,DEMAIS,795044,9.699.743.074.736.220
Rio de Janeiro,1989,2,VALIDOS,7401503,9.030.025.692.526.370
Rio de Janeiro,1994,1,DEMAIS,2553065,2.796.539.258.501.100
Rio de Janeiro,1994,1,VALIDOS,6576308,7.203.460.741.498.890
Rio de Janeiro,1998,1,DEMAIS,3234442,3.243.579.162.500.760
Rio de Janeiro,1998,1,VALIDOS,6737388,6.756.420.837.499.230
Rio de Janeiro,2002,1,DEMAIS,2037513,1.994.917.911.732.270
Rio de Janeiro,2002,1,VALIDOS,8176005,8.005.082.088.267.720
Rio de Janeiro,2002,2,DEMAIS,2212942,21.666.794.928.055.100
Rio de Janeiro,2002,2,VALIDOS,8000576,7.833.320.507.194.480
Rio de Janeiro,2006,1,DEMAIS,13460053,6.179.272.286.587.090
Rio de Janeiro,2006,1,VALIDOS,8322533,3.820.727.713.412.900
Rio de Janeiro,2006,2,DEMAIS,13843815,6.355.450.633.822.810
Rio de Janeiro,2006,2,VALIDOS,7938771,3.644.549.366.177.180
Rio de Janeiro,2010,1,DEMAIS,3039008,2.623.434.241.622.750
Rio de Janeiro,2010,1,VALIDOS,8545075,7.376.565.758.377.240
Rio de Janeiro,2010,2,DEMAIS,3426467,29.578.196.951.340.300
Rio de Janeiro,2010,2,VALIDOS,8157968,7.042.180.304.865.960
Rio de Janeiro,2014,1,DEMAIS,3794315,31.268.967.187.039.400
Rio de Janeiro,2014,1,VALIDOS,8340128,6.873.103.281.296.050
Rio de Janeiro,2014,2,DEMAIS,3965690,32.679.874.290.490.000
Rio de Janeiro,2014,2,VALIDOS,8169271,673.201.257.095.099
Rondônia,1989,1,DEMAIS,171047,30.665.619.660.762.900
Rondônia,1989,1,VALIDOS,386734,6.933.438.033.923.700
Rondônia,1989,2,DEMAIS,171047,30.665.619.660.762.900
Rondônia,1989,2,VALIDOS,386734,6.933.438.033.923.700
Rondônia,1994,1,DEMAIS,282605,40.834.919.162.451.000
Rondônia,1994,1,VALIDOS,409462,5.916.508.083.754.890
Rondônia,1998,1,DEMAIS,348650,416.956.178.043.218
Rondônia,1998,1,VALIDOS,487529,583.043.821.956.782
Rondônia,2002,1,DEMAIS,253574,2.873.213.263.912.880
Rondônia,2002,1,VALIDOS,628971,7.126.786.736.087.110
Rondônia,2002,2,DEMAIS,280961,31.844.482.149.313.500
Rondônia,2002,2,VALIDOS,601330,6.815.551.785.068.640
Rondônia,2006,1,DEMAIS,1245842,6.300.844.298.833.430
Rondônia,2006,1,VALIDOS,731420,36.991.557.011.665.600
Rondônia,2006,2,DEMAIS,1259129,6.368.043.284.096.890
Rondônia,2006,2,VALIDOS,718133,36.319.567.159.031.000
Rondônia,2010,1,DEMAIS,288684,2.677.094.963.777.920
Rondônia,2010,1,VALIDOS,789664,7.322.905.036.222.070
Rondônia,2010,2,DEMAIS,345529,3.204.083.449.400.130
Rondônia,2010,2,VALIDOS,732873,6.795.916.550.599.860
Rondônia,2014,1,DEMAIS,298820,26.526.362.136.951.300
Rondônia,2014,1,VALIDOS,827682,7.347.363.786.304.860
Rondônia,2014,2,DEMAIS,320138,28.417.759.834.963.900
Rondônia,2014,2,VALIDOS,806404,7.158.224.016.503.600
Roraima,1989,1,DEMAIS,19204,26.306.488.952.206.100
Roraima,1989,1,VALIDOS,53797,7.369.351.104.779.380
Roraima,1989,2,DEMAIS,19204,26.306.488.952.206.100
Roraima,1989,2,VALIDOS,53797,7.369.351.104.779.380
Roraima,1994,1,DEMAIS,35174,29.339.049.779.794.400
Roraima,1994,1,VALIDOS,84714,7.066.095.022.020.550
Roraima,1998,1,DEMAIS,54724,3.207.361.387.879.490
Roraima,1998,1,VALIDOS,115896,6.792.638.612.120.500
Roraima,2002,1,DEMAIS,48507,23.262.070.553.029.800
Roraima,2002,1,VALIDOS,160017,7.673.792.944.697.010
Roraima,2002,2,DEMAIS,49745,23.855.767.201.856.800
Roraima,2002,2,VALIDOS,158779,7.614.423.279.814.310
Roraima,2006,1,DEMAIS,278170,5.954.083.117.861.600
Roraima,2006,1,VALIDOS,189022,4.045.916.882.138.390
Roraima,2006,2,DEMAIS,293370,6.279.431.154.643.050
Roraima,2006,2,VALIDOS,173822,3.720.568.845.356.940
Roraima,2010,1,DEMAIS,48975,18.032.297.971.987.800
Roraima,2010,1,VALIDOS,222621,8.196.770.202.801.210
Roraima,2010,2,DEMAIS,58427,21.511.912.607.739.900
Roraima,2010,2,VALIDOS,213176,7.848.808.739.226.000
Roraima,2014,1,DEMAIS,49821,16.639.669.217.229.800
Roraima,2014,1,VALIDOS,249590,8.336.033.078.277.010
Roraima,2014,2,DEMAIS,62613,20.911.498.602.293.100
Roraima,2014,2,VALIDOS,236806,7.908.850.139.770.680
Santa Catarina,1989,1,DEMAIS,318854,11.679.993.084.036.200
Santa Catarina,1989,1,VALIDOS,2411062,8.832.000.691.596.370
Santa Catarina,1989,2,DEMAIS,318854,11.679.993.084.036.200
Santa Catarina,1989,2,VALIDOS,2411062,8.832.000.691.596.370
Santa Catarina,2006,1,DEMAIS,4999368,5.996.610.287.405.880
Santa Catarina,2006,1,VALIDOS,3337622,40.033.897.125.941.100
Santa Catarina,2006,2,DEMAIS,5078870,6.091.970.843.194.000
Santa Catarina,2006,2,VALIDOS,3258120,3.908.029.156.805.990
Santa Catarina,2010,1,DEMAIS,913589,20.137.663.394.550.800
Santa Catarina,2010,1,VALIDOS,3623129,7.986.233.660.544.910
Santa Catarina,2010,2,DEMAIS,950468,20.950.051.236.226.800
Santa Catarina,2010,2,VALIDOS,3586361,7.904.994.876.377.310
Santa Catarina,2014,1,DEMAIS,1147812,23.638.289.757.342.400
Santa Catarina,2014,1,VALIDOS,3707920,7.636.171.024.265.750
Santa Catarina,2014,2,DEMAIS,1033064,21.274.185.015.458.300
Santa Catarina,2014,2,VALIDOS,3822887,7.872.581.498.454.160
Santa Catarina,1994,1,DEMAIS,780877,24.732.507.941.937.500
Santa Catarina,1994,1,VALIDOS,2376413,7.526.749.205.806.240
Santa Catarina,1998,1,DEMAIS,977219,2.778.707.755.406.810
Santa Catarina,1998,1,VALIDOS,2539592,7.221.292.244.593.180
Santa Catarina,2002,1,DEMAIS,779517,20.417.032.698.494.000
Santa Catarina,2002,1,VALIDOS,3038457,7.958.296.730.150.590
Santa Catarina,2002,2,DEMAIS,832788,21.812.301.498.124.300
Santa Catarina,2002,2,VALIDOS,2985186,781.876.985.018.756
São Paulo,1989,1,DEMAIS,1759636,9.511.042.117.768.890
São Paulo,1989,1,VALIDOS,16741344,904.889.578.822.311
São Paulo,1989,2,DEMAIS,1759636,9.511.042.117.768.890
São Paulo,1989,2,VALIDOS,16741344,904.889.578.822.311
São Paulo,1994,1,DEMAIS,5204668,25.052.564.403.036.300
São Paulo,1994,1,VALIDOS,15570323,7.494.743.559.696.360
São Paulo,1998,1,DEMAIS,7062216,30.282.602.392.329.600
São Paulo,1998,1,VALIDOS,16258818,697.173.976.076.704
São Paulo,2002,1,DEMAIS,5906150,23.020.942.093.900.600
São Paulo,2002,1,VALIDOS,19749403,7.697.905.790.609.930
São Paulo,2002,2,DEMAIS,5318084,20.728.783.355.400.600
São Paulo,2002,2,VALIDOS,20337469,7.927.121.664.459.930
São Paulo,2006,1,DEMAIS,34065947,607.506.965.226.387
São Paulo,2006,1,VALIDOS,22009043,39.249.303.477.361.200
São Paulo,2006,2,DEMAIS,33693754,600.864.427.917.035
São Paulo,2006,2,VALIDOS,22381714,3.991.355.720.829.650
São Paulo,2010,1,DEMAIS,6863424,2.265.924.980.561.880
São Paulo,2010,1,VALIDOS,23426299,7.734.075.019.438.110
São Paulo,2010,2,DEMAIS,7519513,24.824.704.610.625.800
São Paulo,2010,2,VALIDOS,22770930,7.517.529.538.937.410
São Paulo,2014,1,DEMAIS,9021207,282.091.520.697.322
São Paulo,2014,1,VALIDOS,22958510,717.908.479.302.678
São Paulo,2014,2,DEMAIS,8196169,25.628.372.312.035.100
São Paulo,2014,2,VALIDOS,23784672,743.716.276.879.648
Sergipe,1989,1,DEMAIS,182192,2.347.620.256.394.060
Sergipe,1989,1,VALIDOS,593879,7.652.379.743.605.930
Sergipe,1989,2,DEMAIS,182192,2.347.620.256.394.060
Sergipe,1989,2,VALIDOS,593879,7.652.379.743.605.930
Sergipe,1994,1,DEMAIS,370204,3.928.952.736.334.240
Sergipe,1994,1,VALIDOS,572042,6.071.047.263.665.750
Sergipe,1998,1,DEMAIS,453649,41.960.323.288.978.800
Sergipe,1998,1,VALIDOS,627489,5.803.967.671.102.110
Sergipe,2002,1,DEMAIS,340302,29.644.761.497.404.400
Sergipe,2002,1,VALIDOS,807631,7.035.523.850.259.550
Sergipe,2002,2,DEMAIS,294021,2.561.308.020.590.050
Sergipe,2002,2,VALIDOS,853912,7.438.691.979.409.940
Sergipe,2006,1,DEMAIS,1593105,6.128.340.456.306.230
Sergipe,2006,1,VALIDOS,1006465,38.716.595.436.937.600
Sergipe,2006,2,DEMAIS,1583336,6.090.761.164.346.410
Sergipe,2006,2,VALIDOS,1016234,3.909.238.835.653.580
Sergipe,2010,1,DEMAIS,362080,2.540.316.866.081.910
Sergipe,2010,1,VALIDOS,1063254,7.459.683.133.918.080
Sergipe,2010,2,DEMAIS,363217,2.548.249.248.084.160
Sergipe,2010,2,VALIDOS,1062142,7.451.750.751.915.830
Sergipe,2014,1,DEMAIS,358381,2.465.477.020.109.420
Sergipe,2014,1,VALIDOS,1095216,7.534.522.979.890.570
Sergipe,2014,2,DEMAIS,301158,20.717.608.915.042.500
Sergipe,2014,2,VALIDOS,1152475,7.928.239.108.495.740
Tocantins,1989,1,DEMAIS,175060,3.772.357.022.798.770
Tocantins,1989,1,VALIDOS,"2,89E+05",6.227.642.977.201.220
Tocantins,1989,2,DEMAIS,175060,3.772.357.022.798.770
Tocantins,1989,2,VALIDOS,"2,89E+05",6.227.642.977.201.220
Tocantins,1994,1,DEMAIS,303060,4.676.325.043.629.340
Tocantins,1994,1,VALIDOS,345013,5.323.674.956.370.650
Tocantins,1998,1,DEMAIS,226324,36.249.887.882.321.200
Tocantins,1998,1,VALIDOS,398020,6.375.011.211.767.870
Tocantins,2002,1,DEMAIS,262730,3.345.187.211.053.770
Tocantins,2002,1,VALIDOS,522667,6.654.812.788.946.220
Tocantins,2002,2,DEMAIS,251643,3.204.022.933.624.650
Tocantins,2002,2,VALIDOS,533754,6.795.977.066.375.340
Tocantins,2006,1,DEMAIS,1096528,6.211.018.569.706.630
Tocantins,2006,1,VALIDOS,668928,37.889.814.302.933.600
Tocantins,2006,2,DEMAIS,1127816,6.388.241.904.641.060
Tocantins,2006,2,VALIDOS,637640,3.611.758.095.358.930
Tocantins,2010,1,DEMAIS,237042,25.006.909.967.866.000
Tocantins,2010,1,VALIDOS,710864,7.499.309.003.213.390
Tocantins,2010,2,DEMAIS,283343,2.989.077.229.494.220
Tocantins,2010,2,VALIDOS,664585,7.010.922.770.505.770
Tocantins,2014,1,DEMAIS,263119,2.640.752.163.584.330
Tocantins,2014,1,VALIDOS,733260,7.359.247.836.415.660
Tocantins,2014,2,DEMAIS,275880,27.687.953.512.178.900
Tocantins,2014,2,VALIDOS,720510,7.231.204.648.782.100
